code,language,safety,Unnamed: 3,Unnamed: 4,Unnamed: 5
"Return to Castle Wolfenstein multiplayer GPL Source Code

Copyright (C) 1999-2010 id Software LLC, a ZeniMax Media company. 



This file is part of the Return to Castle Wolfenstein multiplayer GPL Source Code (?RTCW MP Source Code?).  



RTCW MP Source Code is free software: you can redistribute it and/or modify

it under the terms of the GNU General Public License as published by

the Free Software Foundation, either version 3 of the License, or

(at your option) any later version.



RTCW MP Source Code is distributed in the hope that it will be useful,

but WITHOUT ANY WARRANTY; without even the implied warranty of

MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the

GNU General Public License for more details.



You should have received a copy of the GNU General Public License

along with RTCW MP Source Code.  If not, see <http://www.gnu.org/licenses/>.



In addition, the RTCW MP Source Code is also subject to certain additional terms. You should have received a copy of these additional terms immediately following the terms and conditions of the GNU General Public License which accompanied the RTCW MP Source Code.  If not, please request a copy in writing from id Software at the address below.



If you have questions concerning this license or the applicable additional terms, you may contact in writing id Software LLC, c/o ZeniMax Media Inc., Suite 120, Rockville, Maryland 20850 USA.



===========================================================================

*/



// cl_main.c  -- client main loop



#include ""client.h""

#include <limits.h>



#ifdef __linux__

#include <sys/stat.h>

#endif



#include ""../sys/sys_local.h""

#include ""../sys/sys_loadlib.h""



#ifdef USE_MUMBLE

#include ""libmumblelink.h""

#endif



#ifdef USE_MUMBLE

cvar_t	*cl_useMumble;

cvar_t	*cl_mumbleScale;

#endif



#ifdef USE_VOIP

cvar_t	*cl_voipUseVAD;

cvar_t	*cl_voipVADThreshold;

cvar_t	*cl_voipSend;

cvar_t	*cl_voipSendTarget;

cvar_t	*cl_voipGainDuringCapture;

cvar_t	*cl_voipCaptureMult;

cvar_t	*cl_voipShowMeter;

cvar_t	*cl_voipProtocol;

cvar_t	*cl_voip;

#endif



#ifdef USE_RENDERER_DLOPEN

cvar_t	*cl_renderer;

#endif



cvar_t  *cl_wavefilerecord;

cvar_t  *cl_nodelta;

cvar_t  *cl_debugMove;



cvar_t  *cl_noprint;

#ifdef UPDATE_SERVER_NAME

cvar_t  *cl_motd;

#endif

cvar_t  *cl_autoupdate;         // DHM - Nerve



cvar_t  *rcon_client_password;

cvar_t  *rconAddress;



cvar_t  *cl_timeout;

cvar_t  *cl_maxpackets;

cvar_t  *cl_packetdup;

cvar_t  *cl_timeNudge;

cvar_t  *cl_showTimeDelta;

cvar_t  *cl_freezeDemo;



cvar_t  *cl_showPing;



cvar_t  *cl_shownet = NULL;     // NERVE - SMF - This is referenced in msg.c and we need to make sure it is NULL

cvar_t  *cl_shownuments;        // DHM - Nerve

cvar_t  *cl_visibleClients;     // DHM - Nerve

cvar_t  *cl_showSend;

cvar_t  *cl_showServerCommands; // NERVE - SMF

cvar_t  *cl_timedemo;

cvar_t	*cl_timedemoLog;

cvar_t	*cl_autoRecordDemo;

cvar_t	*cl_aviFrameRate;

cvar_t	*cl_aviMotionJpeg;

cvar_t  *cl_avidemo;

cvar_t  *cl_forceavidemo;



cvar_t  *cl_freelook;

cvar_t  *cl_sensitivity;



cvar_t  *cl_mouseAccel;

cvar_t	*cl_mouseAccelOffset;

cvar_t	*cl_mouseAccelStyle;

cvar_t  *cl_showMouseRate;



cvar_t  *m_pitch;

cvar_t  *m_yaw;

cvar_t  *m_forward;

cvar_t  *m_side;

cvar_t  *m_filter;



cvar_t	*j_pitch;

cvar_t	*j_yaw;

cvar_t	*j_forward;

cvar_t	*j_side;

cvar_t	*j_up;

cvar_t	*j_pitch_axis;

cvar_t	*j_yaw_axis;

cvar_t	*j_forward_axis;

cvar_t	*j_side_axis;

cvar_t	*j_up_axis;



cvar_t  *cl_activeAction;



cvar_t  *cl_motdString;



cvar_t  *cl_allowDownload;

cvar_t  *cl_conXOffset;

cvar_t  *cl_inGameVideo;



cvar_t  *cl_serverStatusResendTime;

cvar_t  *cl_missionStats;

cvar_t  *cl_waitForFire;



// NERVE - SMF - localization

cvar_t  *cl_language;

cvar_t  *cl_debugTranslation;

// -NERVE - SMF

// DHM - Nerve :: Auto-Update

cvar_t  *cl_updateavailable;

cvar_t  *cl_updatefiles;

// DHM - Nerve



cvar_t	*cl_lanForcePackets;



cvar_t	*cl_guid;

cvar_t	*cl_guidServerUniq;



cvar_t	*cl_consoleKeys;



cvar_t	*cl_rate;



clientActive_t cl;

clientConnection_t clc;

clientStatic_t cls;

vm_t                *cgvm;



char				cl_reconnectArgs[MAX_OSPATH];

char				cl_oldGame[MAX_QPATH];

qboolean			cl_oldGameSet;



// Structure containing functions exported from refresh DLL

refexport_t re;

#ifdef USE_RENDERER_DLOPEN

static void	*rendererLib = NULL;

#endif



ping_t cl_pinglist[MAX_PINGREQUESTS];



typedef struct serverStatus_s

{

	char string[BIG_INFO_STRING];

	netadr_t address;

	int time, startTime;

	qboolean pending;

	qboolean print;

	qboolean retrieved;

} serverStatus_t;



serverStatus_t cl_serverStatusList[MAX_SERVERSTATUSREQUESTS];



// DHM - Nerve :: Have we heard from the auto-update server this session?

qboolean autoupdateChecked;

qboolean autoupdateStarted;

// TTimo : moved from char* to array (was getting the char* from va(), broke on big downloads)

char autoupdateFilename[MAX_QPATH];

// ""updates"" shifted from -7

#define AUTOUPDATE_DIR ""ni]Zm^l""

#define AUTOUPDATE_DIR_SHIFT 7



static int noGameRestart = qfalse;



extern void SV_BotFrame( int time );

void CL_CheckForResend( void );

void CL_ShowIP_f( void );

void CL_ServerStatus_f( void );

void CL_ServerStatusResponse( netadr_t from, msg_t *msg );

void CL_SaveTranslations_f( void );

void CL_LoadTranslations_f( void );



/*

===============

CL_CDDialog



Called by Com_Error when a cd is needed

===============

*/

void CL_CDDialog( void ) {

	cls.cddialog = qtrue;   // start it next frame

}",c,safe,,,
"ifdef USE_MUMBLE

static

void CL_UpdateMumble(void)

{

	vec3_t pos, forward, up;

	float scale = cl_mumbleScale->value;

	float tmp;

	

	if(!cl_useMumble->integer)

		return;



	// !!! FIXME: not sure if this is even close to correct.

	AngleVectors( cl.snap.ps.viewangles, forward, NULL, up);



	pos[0] = cl.snap.ps.origin[0] * scale;

	pos[1] = cl.snap.ps.origin[2] * scale;

	pos[2] = cl.snap.ps.origin[1] * scale;



	tmp = forward[1];

	forward[1] = forward[2];

	forward[2] = tmp;



	tmp = up[1];

	up[1] = up[2];

	up[2] = tmp;



	if(cl_useMumble->integer > 1) {

		fprintf(stderr, ""%f %f %f, %f %f %f, %f %f %f\n"",

			pos[0], pos[1], pos[2],

			forward[0], forward[1], forward[2],

			up[0], up[1], up[2]);

	}



	mumble_update_coordinates(pos, forward, up);

}",c,safe,,,
"ifdef USE_VOIP

static

void CL_UpdateVoipIgnore(const char *idstr, qboolean ignore)

{

	if ((*idstr >= '0') && (*idstr <= '9')) {

		const int id = atoi(idstr);

		if ((id >= 0) && (id < MAX_CLIENTS)) {

			clc.voipIgnore[id] = ignore;

			CL_AddReliableCommand(va(""voip %s %d"",

			                         ignore ? ""ignore"" : ""unignore"", id), qfalse);

			Com_Printf(""VoIP: %s ignoring player #%d\n"",

			            ignore ? ""Now"" : ""No longer"", id);

			return;

		}

	}",c,safe,,,
"static

void CL_UpdateVoipGain(const char *idstr, float gain)

{

	if ((*idstr >= '0') && (*idstr <= '9')) {

		const int id = atoi(idstr);

		if (gain < 0.0f)

			gain = 0.0f;

		if ((id >= 0) && (id < MAX_CLIENTS)) {

			clc.voipGain[id] = gain;

			Com_Printf(""VoIP: player #%d gain now set to %f\n"", id, gain);

		}

	}",c,safe,,,
"void CL_Voip_f( void )

{

	const char *cmd = Cmd_Argv(1);

	const char *reason = NULL;



	if (clc.state != CA_ACTIVE)

		reason = ""Not connected to a server"";

	else if (!clc.voipCodecInitialized)

		reason = ""Voip codec not initialized"";

	else if (!clc.voipEnabled)

		reason = ""Server doesn't support VoIP"";

	else if (!clc.demoplaying && (Cvar_VariableValue(""g_gametype"") == GT_SINGLE_PLAYER || Cvar_VariableValue(""ui_singlePlayerActive"")))

		reason = ""running in single-player mode"";



	if (reason != NULL) {

		Com_Printf(""VoIP: command ignored: %s\n"", reason);

		return;

	}",c,safe,,,
"else if (strcmp(cmd, ""unignore"") == 0) {

		CL_UpdateVoipIgnore(Cmd_Argv(2), qfalse);

	}",c,safe,,,
"else if (strcmp(cmd, ""gain"") == 0) {

		if (Cmd_Argc() > 3) {

			CL_UpdateVoipGain(Cmd_Argv(2), atof(Cmd_Argv(3)));

		}",c,safe,,,
"else if (Q_isanumber(Cmd_Argv(2))) {

			int id = atoi(Cmd_Argv(2));

			if (id >= 0 && id < MAX_CLIENTS) {

				Com_Printf(""VoIP: current gain for player #%d ""

					""is %f\n"", id, clc.voipGain[id]);

			} else {

				Com_Printf(""VoIP: invalid player ID#\n"");

			}

		}",c,safe,,,
"else if (strcmp(cmd, ""muteall"") == 0) {

		Com_Printf(""VoIP: muting incoming voice\n"");

		CL_AddReliableCommand(""voip muteall"", qfalse);

		clc.voipMuteAll = qtrue;

	}",c,safe,,,
"else if (strcmp(cmd, ""unmuteall"") == 0) {

		Com_Printf(""VoIP: unmuting incoming voice\n"");

		CL_AddReliableCommand(""voip unmuteall"", qfalse);

		clc.voipMuteAll = qfalse;

	}",c,safe,,,
"static

void CL_VoipNewGeneration(void)

{

	// don't have a zero generation so new clients won't match, and don't

	//  wrap to negative so MSG_ReadLong() doesn't ""fail.""

	clc.voipOutgoingGeneration++;

	if (clc.voipOutgoingGeneration <= 0)

		clc.voipOutgoingGeneration = 1;

	clc.voipPower = 0.0f;

	clc.voipOutgoingSequence = 0;



	opus_encoder_ctl(clc.opusEncoder, OPUS_RESET_STATE);

}",c,safe,,,
"void CL_VoipParseTargets(void)

{

	const char *target = cl_voipSendTarget->string;

	char *end;

	int val;



	Com_Memset(clc.voipTargets, 0, sizeof(clc.voipTargets));

	clc.voipFlags &= ~VOIP_SPATIAL;



	while(target)

	{

		while(*target == ',' || *target == ' ')

			target++;



		if(!*target)

			break;

		

		if(isdigit(*target))

		{

			val = strtol(target, &end, 10);

			target = end;

		}",c,safe,,,
"else if(!Q_stricmpn(target, ""crosshair"", 9))

				{

					val = VM_Call(cgvm, CG_CROSSHAIR_PLAYER);

					target += 9;

				}",c,safe,,,
"static

void CL_CaptureVoip(void)

{

	const float audioMult = cl_voipCaptureMult->value;

	const qboolean useVad = (cl_voipUseVAD->integer != 0);

	qboolean initialFrame = qfalse;

	qboolean finalFrame = qfalse;



#if USE_MUMBLE

	// if we're using Mumble, don't try to handle VoIP transmission ourselves.

	if (cl_useMumble->integer)

		return;

#endif



	// If your data rate is too low, you'll get Connection Interrupted warnings

	//  when VoIP packets arrive, even if you have a broadband connection.

	//  This might work on rates lower than 25000, but for safety's sake, we'll

	//  just demand it. Who doesn't have at least a DSL line now, anyhow? If

	//  you don't, you don't need VoIP.  :)

	if (cl_voip->modified || cl_rate->modified) {

		if ((cl_voip->integer) && (cl_rate->integer < 25000)) {

			Com_Printf(S_COLOR_YELLOW ""Your network rate is too slow for VoIP.\n"");

			Com_Printf(""Set 'Data Rate' to 'LAN/Cable/xDSL' in 'Setup/System/Network'.\n"");

			Com_Printf(""Until then, VoIP is disabled.\n"");

			Cvar_Set(""cl_voip"", ""0"");

		}

		Cvar_Set(""cl_voipProtocol"", cl_voip->integer ? ""opus"" : """");

		cl_voip->modified = qfalse;

		cl_rate->modified = qfalse;

	}",c,safe,,,
"else if (!clc.voipEnabled)

			dontCapture = qtrue;  // server doesn't support VoIP.

		else if (clc.demoplaying)

			dontCapture = qtrue;  // playing back a demo.

		else if ( cl_voip->integer == 0 )

			dontCapture = qtrue;  // client has VoIP support disabled.

		else if ( audioMult == 0.0f )

			dontCapture = qtrue;  // basically silenced incoming audio.



		cl_voipSend->modified = qfalse;



		if(dontCapture)

		{

			Cvar_Set(""cl_voipSend"", ""0"");

			return;

		}",c,safe,,,
"void CL_AddReliableCommand(const char *cmd, qboolean isDisconnectCmd)

{

	int unacknowledged = clc.reliableSequence - clc.reliableAcknowledge;



	// if we would be losing an old command that hasn't been acknowledged,

	// we must drop the connection

	// also leave one slot open for the disconnect command in this case.

	

	if ((isDisconnectCmd && unacknowledged > MAX_RELIABLE_COMMANDS) ||

	    (!isDisconnectCmd && unacknowledged >= MAX_RELIABLE_COMMANDS))

	{

		if(com_errorEntered)

			return;

		else

			Com_Error(ERR_DROP, ""Client command overflow"");

	}



	Q_strncpyz(clc.reliableCommands[++clc.reliableSequence & (MAX_RELIABLE_COMMANDS - 1)],

		   cmd, sizeof(*clc.reliableCommands));

}",c,safe,,,
"void CL_WriteDemoMessage( msg_t *msg, int headerBytes ) {

	int len, swlen;



	// write the packet sequence

	len = clc.serverMessageSequence;

	swlen = LittleLong( len );

	FS_Write( &swlen, 4, clc.demofile );



	// skip the packet sequencing information

	len = msg->cursize - headerBytes;

	swlen = LittleLong( len );

	FS_Write( &swlen, 4, clc.demofile );

	FS_Write( msg->data + headerBytes, len, clc.demofile );

}",c,safe,,,
"void CL_StopRecord_f( void ) {

	int len;



	if ( !clc.demorecording ) {

		Com_Printf( ""Not recording a demo.\n"" );

		return;

	}



	// finish up

	len = -1;

	FS_Write( &len, 4, clc.demofile );

	FS_Write( &len, 4, clc.demofile );

	FS_FCloseFile( clc.demofile );

	clc.demofile = 0;

	clc.demorecording = qfalse;

	Com_Printf( ""Stopped demo.\n"" );

}",c,safe,,,
"void CL_DemoFilename( int number, char *fileName, int fileNameSize ) {

	int a,b,c,d;



	if(number < 0 || number > 9999)

		number = 9999;



	a = number / 1000;

	number -= a * 1000;

	b = number / 100;

	number -= b * 100;

	c = number / 10;

	number -= c * 10;

	d = number;



	Com_sprintf( fileName, fileNameSize, ""demo%i%i%i%i""

				 , a, b, c, d );

}",c,safe,,,
"compiler bug workaround

void CL_Record_f( void ) {

	char	name[MAX_OSPATH];

	byte	bufData[MAX_MSGLEN];

	msg_t	buf;

	int	i;

	int	len;

	entityState_t	*ent;

	entityState_t	nullstate;

	char	*s;



	if ( Cmd_Argc() > 2 ) {

		Com_Printf( ""record <demoname>\n"" );

		return;

	}",c,safe,,,
"ifdef LEGACY_PROTOCOL

		if(clc.compat)

			Com_sprintf(name, sizeof(name), ""demos/%s.%s%d"", demoName, DEMOEXT, com_legacyprotocol->integer);

		else

#endif

			Com_sprintf(name, sizeof(name), ""demos/%s.%s%d"", demoName, DEMOEXT, com_protocol->integer);

	} else {

		int	number;



		// scan for a free demo name

		for ( number = 0 ; number <= 9999 ; number++ ) {

			CL_DemoFilename( number, demoName, sizeof( demoName ) );

#ifdef LEGACY_PROTOCOL

			if(clc.compat)

				Com_sprintf(name, sizeof(name), ""demos/%s.%s%d"", demoName, DEMOEXT, com_legacyprotocol->integer);

			else

#endif

				Com_sprintf(name, sizeof(name), ""demos/%s.%s%d"", demoName, DEMOEXT, com_protocol->integer);



			if (!FS_FileExists(name))

				break;	// file doesn't exist

		}",c,safe,,,
"open the demo file

	Com_Printf( ""recording to %s.\n"", name );

	clc.demofile = FS_FOpenFileWrite( name );

	if ( !clc.demofile ) {

		Com_Printf( ""ERROR: couldn't open.\n"" );

		return;

	}",c,safe,,,
"write out the gamestate message

	MSG_Init( &buf, bufData, sizeof( bufData ) );

	MSG_Bitstream( &buf );



	// NOTE, MRE: all server->client messages now acknowledge

	MSG_WriteLong( &buf, clc.reliableSequence );



	MSG_WriteByte( &buf, svc_gamestate );

	MSG_WriteLong( &buf, clc.serverCommandSequence );



	// configstrings

	for ( i = 0 ; i < MAX_CONFIGSTRINGS ; i++ ) {

		if ( !cl.gameState.stringOffsets[i] ) {

			continue;

		}

		s = cl.gameState.stringData + cl.gameState.stringOffsets[i];

		MSG_WriteByte( &buf, svc_configstring );

		MSG_WriteShort( &buf, i );

		MSG_WriteBigString( &buf, s );

	}",c,safe,,,
"baselines

	Com_Memset( &nullstate, 0, sizeof( nullstate ) );

	for ( i = 0; i < MAX_GENTITIES ; i++ ) {

		ent = &cl.entityBaselines[i];

		if ( !ent->number ) {

			continue;

		}

		MSG_WriteByte( &buf, svc_baseline );

		MSG_WriteDeltaEntity( &buf, &nullstate, ent, qtrue );

	}",c,safe,,,
"write the client num

	MSG_WriteLong( &buf, clc.clientNum );

	// write the checksum feed

	MSG_WriteLong( &buf, clc.checksumFeed );



	// finished writing the client packet

	MSG_WriteByte( &buf, svc_EOF );



	// write it to the demo file

	len = LittleLong( clc.serverMessageSequence - 1 );

	FS_Write( &len, 4, clc.demofile );



	len = LittleLong( buf.cursize );

	FS_Write( &len, 4, clc.demofile );

	FS_Write( buf.data, buf.cursize, clc.demofile );



	// the rest of the demo file will be copied from net messages

}



/*

=======================================================================



CLIENT SIDE DEMO PLAYBACK



=======================================================================

*/



/*

=================

CL_DemoFrameDurationSDev

=================

*/

static float CL_DemoFrameDurationSDev( void )

{

	int i;

	int numFrames;

	float mean = 0.0f;

	float variance = 0.0f;



	if( ( clc.timeDemoFrames - 1 ) > MAX_TIMEDEMO_DURATIONS )

		numFrames = MAX_TIMEDEMO_DURATIONS;

	else

		numFrames = clc.timeDemoFrames - 1;



	for( i = 0; i < numFrames; i++ )

		mean += clc.timeDemoDurations[ i ];

	mean /= numFrames;



	for( i = 0; i < numFrames; i++ )

	{

		float x = clc.timeDemoDurations[ i ];



		variance += ( ( x - mean ) * ( x - mean ) );

	}

	variance /= numFrames;



	return sqrt( variance );

}",c,safe,,,
"void CL_DemoCompleted( void )

{

	char buffer[ MAX_STRING_CHARS ];



	if( cl_timedemo && cl_timedemo->integer )

	{

		int	time;



		time = Sys_Milliseconds() - clc.timeDemoStart;

		if( time > 0 )

		{

			// Millisecond times are frame durations:

			// minimum/average/maximum/std deviation

			Com_sprintf( buffer, sizeof( buffer ),

					""%i frames %3.1f seconds %3.1f fps %d.0/%.1f/%d.0/%.1f ms\n"",

					clc.timeDemoFrames,

					time/1000.0,

					clc.timeDemoFrames*1000.0 / time,

					clc.timeDemoMinDuration,

					time / (float)clc.timeDemoFrames,

					clc.timeDemoMaxDuration,

					CL_DemoFrameDurationSDev( ) );

			Com_Printf( ""%s"", buffer );



			// Write a log of all the frame durations

			if( cl_timedemoLog && strlen( cl_timedemoLog->string ) > 0 )

			{

				int i;

				int numFrames;

				fileHandle_t f;



				if( ( clc.timeDemoFrames - 1 ) > MAX_TIMEDEMO_DURATIONS )

					numFrames = MAX_TIMEDEMO_DURATIONS;

				else

					numFrames = clc.timeDemoFrames - 1;



				f = FS_FOpenFileWrite( cl_timedemoLog->string );

				if( f )

				{

					FS_Printf( f, ""# %s"", buffer );



					for( i = 0; i < numFrames; i++ )

						FS_Printf( f, ""%d\n"", clc.timeDemoDurations[ i ] );



					FS_FCloseFile( f );

					Com_Printf( ""%s written\n"", cl_timedemoLog->string );

				}

				else

				{

					Com_Printf( ""Couldn't open %s for writing\n"",

							cl_timedemoLog->string );

				}

			}",c,safe,,,
"void CL_ReadDemoMessage( void ) {

	int	r;

	msg_t	buf;

	byte	bufData[ MAX_MSGLEN ];

	int	s;



	if ( !clc.demofile ) {

		CL_DemoCompleted();

		return;

	}



	// get the sequence number

	r = FS_Read( &s, 4, clc.demofile );

	if ( r != 4 ) {

		CL_DemoCompleted();

		return;

	}

	clc.serverMessageSequence = LittleLong( s );



	// init the message

	MSG_Init( &buf, bufData, sizeof( bufData ) );



	// get the length

	r = FS_Read( &buf.cursize, 4, clc.demofile );

	if ( r != 4 ) {

		CL_DemoCompleted();

		return;

	}

	buf.cursize = LittleLong( buf.cursize );

	if ( buf.cursize == -1 ) {

		CL_DemoCompleted();

		return;

	}

	if ( buf.cursize > buf.maxsize ) {

		Com_Error( ERR_DROP, ""CL_ReadDemoMessage: demoMsglen > MAX_MSGLEN"" );

	}

	r = FS_Read( buf.data, buf.cursize, clc.demofile );

	if ( r != buf.cursize ) {

		Com_Printf( ""Demo file was truncated.\n"" );

		CL_DemoCompleted();

		return;

	}



	clc.lastPacketTime = cls.realtime;

	buf.readcount = 0;

	CL_ParseServerMessage( &buf );

}",c,safe,,,
"static int CL_WalkDemoExt(char *arg, char *name, int *demofile)

{

	int i = 0;

	*demofile = 0;



#ifdef LEGACY_PROTOCOL

	if(com_legacyprotocol->integer > 0)

	{

		Com_sprintf(name, MAX_OSPATH, ""demos/%s.%s%d"", arg, DEMOEXT, com_legacyprotocol->integer);

		FS_FOpenFileRead(name, demofile, qtrue);

		

		if (*demofile)

		{

			Com_Printf(""Demo file: %s\n"", name);

			return com_legacyprotocol->integer;

		}

	}",c,safe,,,
"ifdef LEGACY_PROTOCOL

		if(demo_protocols[i] == com_legacyprotocol->integer)

			continue;

#endif

		if(demo_protocols[i] == com_protocol->integer)

			continue;

	

		Com_sprintf (name, MAX_OSPATH, ""demos/%s.%s%d"", arg, DEMOEXT, demo_protocols[i]);

		FS_FOpenFileRead( name, demofile, qtrue );

		if (*demofile)

		{

			Com_Printf(""Demo file: %s\n"", name);



			return demo_protocols[i];

		}",c,safe,,,
"else

			Com_Printf(""Not found: %s\n"", name);

		i++;

	}

	

	return -1;

}



/*

====================

CL_CompleteDemoName

====================

*/

static void CL_CompleteDemoName( char *args, int argNum )

{

	if( argNum == 2 )

	{

		char demoExt[ 16 ];



		Com_sprintf(demoExt, sizeof(demoExt), "".%s%d"", DEMOEXT, com_protocol->integer);

		Field_CompleteFilename( ""demos"", demoExt, qtrue, qtrue );

	}

}",c,safe,,,
"void CL_PlayDemo_f( void ) {

	char		name[MAX_OSPATH];

	char		*arg, *ext_test;

	int			protocol, i;

	char		retry[MAX_OSPATH];



	if (Cmd_Argc() != 2) {

		Com_Printf (""demo <demoname>\n"");

		return;

	}",c,safe,,,
"t force disconnect of local client

	Cvar_Set( ""sv_killserver"", ""2"" );



	// open the demo file

	arg = Cmd_Argv(1);

	

	CL_Disconnect( qtrue );



	// check for an extension .DEMOEXT_?? (?? is protocol)

	ext_test = strrchr(arg, '.');

	

	if(ext_test && !Q_stricmpn(ext_test + 1, DEMOEXT, ARRAY_LEN(DEMOEXT) - 1))

	{

		protocol = atoi(ext_test + ARRAY_LEN(DEMOEXT));



		for(i = 0; demo_protocols[i]; i++)

		{

			if(demo_protocols[i] == protocol)

				break;

		}



		if(demo_protocols[i] || protocol == com_protocol->integer

#ifdef LEGACY_PROTOCOL

		   || protocol == com_legacyprotocol->integer

#endif

		  )

		{

			Com_sprintf(name, sizeof(name), ""demos/%s"", arg);

			FS_FOpenFileRead(name, &clc.demofile, qtrue);

		}

		else

		{

			int len;



			Com_Printf(""Protocol %d not supported for demos\n"", protocol);

			len = ext_test - arg;



			if(len >= ARRAY_LEN(retry))

				len = ARRAY_LEN(retry) - 1;



			Q_strncpyz(retry, arg, len + 1);

			retry[len] = '\0';

			protocol = CL_WalkDemoExt(retry, name, &clc.demofile);

		}

	}",c,safe,,,
